-0,237948391980591 
-0,315872762374016 
-0,391360111232372 
-0,463932264469121 
-0,53314347203674 
-0,598583806076445 
-0,659882221751366 
-0,716709256293922 
-0,76877934500323 
-0,815852736306068 
-0,857736991515864 
-0,894288058558276 
-0,925410912647904 
-0,95105976066666 
-0,971237809778146 
-0,985996604581739 
-0,99543494083274 
-0,99969736739928 
-0,998972291661627 
-0,993489706955165 
-0,983518563885676 
-0,969363810377494 
-0,951363128125847 
-0,929883395690584 
-0,905316910767903 
-0,878077406190357 
-0,848595895916375 
-0,817316388664644 
-0,784691507914364 
-0,751178057720836 
-0,717232574181304 
-0,683306902425486 
-0,649843838698823 
-0,617272876457167 
-0,586006094405314 
-0,556434223097275 
-0,528922925085003 
-0,503809321668805 
-0,481398797083682 
-0,461962108470614 
-0,445732827251992 
-0,4329051345795 
-0,42363199037639 
-0,418023692181402 
-0,416146836547142 
-0,418023692181402 
-0,42363199037639 
-0,4329051345795 
-0,445732827251992 
-0,461962108470615 
-0,481398797083682 
-0,503809321668805 
-0,528922925085003 
-0,556434223097275 
-0,586006094405314 
-0,617272876457167 
-0,649843838698823 
-0,683306902425486 
-0,717232574181304 
-0,751178057720836 
-0,784691507914365 
-0,817316388664644 
-0,848595895916375 
-0,878077406190358 
-0,905316910767903 
-0,929883395690584 
-0,951363128125847 
-0,969363810377494 
-0,983518563885676 
-0,993489706955165 
-0,998972291661627 
-0,99969736739928 
-0,99543494083274 
-0,985996604581739 
-0,971237809778146 
-0,95105976066666 
-0,925410912647904 
-0,894288058558276 
-0,857736991515864 
-0,815852736306068 
-0,768779345003229 
-0,716709256293921 
-0,659882221751366 
-0,598583806076445 
-0,53314347203674 
-0,463932264469121 
-0,391360111232372 
-0,315872762374016 
-0,237948391980591 
-0,158093890185636 
-0,0768408755883289 
0,00525853913599459 
0,0876361933963575 
0,169712499617253 
0,250901200286077 
0,330614221133444 
0,408266579470262 
0,483281306058628 
0,555094338598903 
0,62315934497622 
-0,25531709884805 
-0,333139655987277 
-0,408406489791268 
-0,480638053639901 
-0,549387950355789 
-0,61424634234738 
-0,674843019692676 
-0,730850101614621 
-0,781984350036947 
-0,828009077319863 
-0,86873563382927 
-0,904024464660479 
-0,933785728586455 
-0,957979476099131 
-0,976615387228098 
-0,989752073621234 
-0,997495953124357 
-0,99999970876979 
-0,997460347645615 
-0,990116878538169 
-0,978247630490994 
